file_size_mb,num_files,share_pct,interval_ms,wait_sec,cached_before_kb,cached_after_kb,saved_kb,ideal_kb,pct_of_ideal,scanner_cpu_pct,slab_delta_kb,unevictable_delta_kb
1,4,0,50,5,117836,122664,-4828,0,0.00,0.00,244,0
